DataSet,PubID,TrialID,TrtID,SubjectID,InfusionLocation,VarName,VarValue,VarUnits,DayofPeriodStart,DayofPeriodStop,TimeofDayStart,TimeofDayStop
NRC2019,46,-,48.2,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,46,-,48.3,-,Duodenum,Inf_Ile_g,20.5,g/d,-,-,-,-
NRC2019,46,-,49,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,46,-,49.1,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,46,-,49.2,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,46,-,49.3,-,Duodenum,Inf_Ile_g,16.4,g/d,-,-,-,-
NRC2019,86,-,163,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,86,-,164,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,86,-,165,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,86,-,166,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,185,-,637,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,185,-,638,-,Abomasum,Inf_Ile_g,14.9,g/d,-,-,-,-
NRC2019,185,-,639,-,Abomasum,Inf_Ile_g,14.9,g/d,-,-,-,-
NRC2019,185,-,640,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,185,-,641,-,Abomasum,Inf_Ile_g,14.9,g/d,-,-,-,-
NRC2019,330,-,1125,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,330,-,1126,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,330,-,1127,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,330,-,1128,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,331,-,1129,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,331,-,1130,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,331,-,1131,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,331,-,1132,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,331,-,1133,-,Duodenum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,332,-,1134,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,332,-,1135,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,332,-,1136,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,332,-,1137,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,332,-,1138,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,333,-,1139,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,333,-,1140,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,333,-,1141,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,333,-,1142,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,333,-,1143,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,333,-,1144,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,333,-,1145,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,333,-,1146,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,333,-,1147,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,333,-,1148,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,334,-,1149,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,334,-,1150,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,334,-,1151,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,334,-,1152,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,335,-,1153,-,Jugular,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,335,-,1154,-,Jugular,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,335,-,1155,-,Jugular,Inf_Ile_g,15,g/d,-,-,-,-
NRC2019,1000,-,4000,-,Abomasum,Inf_Ile_g,35.7,g/d,-,-,-,-
NRC2019,1000,-,4001,-,Abomasum,Inf_Ile_g,35.7,g/d,-,-,-,-
NRC2019,1000,-,4002,-,Abomasum,Inf_Ile_g,35.7,g/d,-,-,-,-
NRC2019,1000,-,4003,-,Abomasum,Inf_Ile_g,35.7,g/d,-,-,-,-
NRC2019,390,-,1408,-,Abomasum,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,390,-,1409,-,Abomasum,Inf_Ile_g,57.36,g/d,-,-,-,-
NRC2019,390,-,1410,-,Abomasum,Inf_Ile_g,57.36,g/d,-,-,-,-
NRC2019,390,-,1411,-,Abomasum,Inf_Ile_g,57.36,g/d,-,-,-,-
NRC2019,390,-,1412,-,Abomasum,Inf_Ile_g,57.36,g/d,-,-,-,-
NRC2019,390,-,1413,-,Abomasum,Inf_Ile_g,57.36,g/d,-,-,-,-
NRC2019,3000,-,12000,-,Jugular,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,3000,-,12001,-,Jugular,Inf_Ile_g,0,g/d,-,-,-,-
NRC2019,3000,-,12002,-,Jugular,Inf_Ile_g,22,g/d,-,-,-,-
NRC2019,3000,-,12003,-,Jugular,Inf_Ile_g,22,g/d,-,-,-,-
NRC2019,6,-,214,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,6,-,215,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,6,-,216,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,6,-,217,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,46,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,46.1,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,46.2,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,46.3,-,Duodenum,Inf_Leu_g,37.2,g/d,-,-,-,-
NRC2019,46,-,47,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,47.1,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,47.2,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,47.3,-,Duodenum,Inf_Leu_g,37.2,g/d,-,-,-,-
NRC2019,46,-,48,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,48.1,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,48.2,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,48.3,-,Duodenum,Inf_Leu_g,31,g/d,-,-,-,-
NRC2019,46,-,49,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,49.1,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,49.2,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,46,-,49.3,-,Duodenum,Inf_Leu_g,24.7,g/d,-,-,-,-
NRC2019,86,-,163,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,86,-,164,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,86,-,165,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,86,-,166,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,185,-,637,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,185,-,638,-,Abomasum,Inf_Leu_g,27.9,g/d,-,-,-,-
NRC2019,185,-,639,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,185,-,640,-,Abomasum,Inf_Leu_g,27.9,g/d,-,-,-,-
NRC2019,185,-,641,-,Abomasum,Inf_Leu_g,27.9,g/d,-,-,-,-
NRC2019,330,-,1125,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,330,-,1126,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,330,-,1127,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,330,-,1128,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,331,-,1129,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,331,-,1130,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,331,-,1131,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,331,-,1132,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,331,-,1133,-,Duodenum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,332,-,1134,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,332,-,1135,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,332,-,1136,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,332,-,1137,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,332,-,1138,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,333,-,1139,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,333,-,1140,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,333,-,1141,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,333,-,1142,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,333,-,1143,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,333,-,1144,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,333,-,1145,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,333,-,1146,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,333,-,1147,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,333,-,1148,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,334,-,1149,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,334,-,1150,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,334,-,1151,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,334,-,1152,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,335,-,1153,-,Jugular,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,335,-,1154,-,Jugular,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,335,-,1155,-,Jugular,Inf_Leu_g,35,g/d,-,-,-,-
NRC2019,1000,-,4000,-,Abomasum,Inf_Leu_g,59.3,g/d,-,-,-,-
NRC2019,1000,-,4001,-,Abomasum,Inf_Leu_g,59.3,g/d,-,-,-,-
NRC2019,1000,-,4002,-,Abomasum,Inf_Leu_g,59.3,g/d,-,-,-,-
NRC2019,1000,-,4003,-,Abomasum,Inf_Leu_g,59.3,g/d,-,-,-,-
NRC2019,390,-,1408,-,Abomasum,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,390,-,1409,-,Abomasum,Inf_Leu_g,94.08,g/d,-,-,-,-
NRC2019,390,-,1410,-,Abomasum,Inf_Leu_g,94.08,g/d,-,-,-,-
NRC2019,390,-,1411,-,Abomasum,Inf_Leu_g,94.08,g/d,-,-,-,-
NRC2019,390,-,1412,-,Abomasum,Inf_Leu_g,94.08,g/d,-,-,-,-
NRC2019,390,-,1413,-,Abomasum,Inf_Leu_g,94.08,g/d,-,-,-,-
NRC2019,3000,-,12000,-,Jugular,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,3000,-,12001,-,Jugular,Inf_Leu_g,0,g/d,-,-,-,-
NRC2019,3000,-,12002,-,Jugular,Inf_Leu_g,50,g/d,-,-,-,-
NRC2019,3000,-,12003,-,Jugular,Inf_Leu_g,50,g/d,-,-,-,-
NRC2019,6,-,214,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,6,-,215,-,Abomasum,Inf_Lys_g,24,g/d,-,-,-,-
NRC2019,6,-,216,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,6,-,217,-,Abomasum,Inf_Lys_g,24,g/d,-,-,-,-
NRC2019,46,-,46,-,Duodenum,Inf_Lys_g,30,g/d,-,-,-,-
NRC2019,46,-,46.1,-,Duodenum,Inf_Lys_g,30,g/d,-,-,-,-
NRC2019,46,-,46.2,-,Duodenum,Inf_Lys_g,30,g/d,-,-,-,-
NRC2019,46,-,46.3,-,Duodenum,Inf_Lys_g,30.7,g/d,-,-,-,-
NRC2019,46,-,47,-,Duodenum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,46,-,47.1,-,Duodenum,Inf_Lys_g,30,g/d,-,-,-,-
NRC2019,46,-,47.2,-,Duodenum,Inf_Lys_g,30,g/d,-,-,-,-
NRC2019,46,-,47.3,-,Duodenum,Inf_Lys_g,30.7,g/d,-,-,-,-
NRC2019,46,-,48,-,Duodenum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,46,-,48.1,-,Duodenum,Inf_Lys_g,25,g/d,-,-,-,-
NRC2019,46,-,48.2,-,Duodenum,Inf_Lys_g,25,g/d,-,-,-,-
NRC2019,46,-,48.3,-,Duodenum,Inf_Lys_g,25.6,g/d,-,-,-,-
NRC2019,46,-,49,-,Duodenum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,46,-,49.1,-,Duodenum,Inf_Lys_g,20,g/d,-,-,-,-
NRC2019,46,-,49.2,-,Duodenum,Inf_Lys_g,20,g/d,-,-,-,-
NRC2019,46,-,49.3,-,Duodenum,Inf_Lys_g,20.4,g/d,-,-,-,-
NRC2019,86,-,163,-,Duodenum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,86,-,164,-,Duodenum,Inf_Lys_g,10,g/d,-,-,-,-
NRC2019,86,-,165,-,Duodenum,Inf_Lys_g,20,g/d,-,-,-,-
NRC2019,86,-,166,-,Duodenum,Inf_Lys_g,30,g/d,-,-,-,-
NRC2019,185,-,637,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,185,-,638,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,185,-,639,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,185,-,640,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,185,-,641,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,330,-,1125,-,Duodenum,Inf_Lys_g,23,g/d,-,-,-,-
NRC2019,330,-,1126,-,Duodenum,Inf_Lys_g,23,g/d,-,-,-,-
NRC2019,330,-,1127,-,Duodenum,Inf_Lys_g,23,g/d,-,-,-,-
NRC2019,330,-,1128,-,Duodenum,Inf_Lys_g,23,g/d,-,-,-,-
NRC2019,331,-,1129,-,Duodenum,Inf_Lys_g,10,g/d,-,-,-,-
NRC2019,331,-,1130,-,Duodenum,Inf_Lys_g,10,g/d,-,-,-,-
NRC2019,331,-,1131,-,Duodenum,Inf_Lys_g,10,g/d,-,-,-,-
NRC2019,331,-,1132,-,Duodenum,Inf_Lys_g,10,g/d,-,-,-,-
NRC2019,331,-,1133,-,Duodenum,Inf_Lys_g,10,g/d,-,-,-,-
NRC2019,332,-,1134,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,332,-,1135,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,332,-,1136,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,332,-,1137,-,Abomasum,Inf_Lys_g,19,g/d,-,-,-,-
NRC2019,332,-,1138,-,Abomasum,Inf_Lys_g,19,g/d,-,-,-,-
NRC2019,333,-,1139,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,333,-,1140,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,333,-,1141,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,333,-,1142,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,333,-,1143,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,333,-,1144,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,333,-,1145,-,Abomasum,Inf_Lys_g,15,g/d,-,-,-,-
NRC2019,333,-,1146,-,Abomasum,Inf_Lys_g,30,g/d,-,-,-,-
NRC2019,333,-,1147,-,Abomasum,Inf_Lys_g,45,g/d,-,-,-,-
NRC2019,333,-,1148,-,Abomasum,Inf_Lys_g,60,g/d,-,-,-,-
NRC2019,334,-,1149,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,334,-,1150,-,Abomasum,Inf_Lys_g,50,g/d,-,-,-,-
NRC2019,334,-,1151,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,334,-,1152,-,Abomasum,Inf_Lys_g,50,g/d,-,-,-,-
NRC2019,335,-,1153,-,Jugular,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,335,-,1154,-,Jugular,Inf_Lys_g,21,g/d,-,-,-,-
NRC2019,335,-,1155,-,Jugular,Inf_Lys_g,21,g/d,-,-,-,-
NRC2019,1000,-,4000,-,Abomasum,Inf_Lys_g,50.3,g/d,-,-,-,-
NRC2019,1000,-,4001,-,Abomasum,Inf_Lys_g,50.3,g/d,-,-,-,-
NRC2019,1000,-,4002,-,Abomasum,Inf_Lys_g,50.3,g/d,-,-,-,-
NRC2019,1000,-,4003,-,Abomasum,Inf_Lys_g,50.3,g/d,-,-,-,-
NRC2019,390,-,1408,-,Abomasum,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,390,-,1409,-,Abomasum,Inf_Lys_g,98.16,g/d,-,-,-,-
NRC2019,390,-,1410,-,Abomasum,Inf_Lys_g,98.16,g/d,-,-,-,-
NRC2019,390,-,1411,-,Abomasum,Inf_Lys_g,98.16,g/d,-,-,-,-
NRC2019,390,-,1412,-,Abomasum,Inf_Lys_g,98.16,g/d,-,-,-,-
NRC2019,390,-,1413,-,Abomasum,Inf_Lys_g,98.16,g/d,-,-,-,-
NRC2019,3000,-,12000,-,Jugular,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,3000,-,12001,-,Jugular,Inf_Lys_g,38,g/d,-,-,-,-
NRC2019,3000,-,12002,-,Jugular,Inf_Lys_g,0,g/d,-,-,-,-
NRC2019,3000,-,12003,-,Jugular,Inf_Lys_g,38,g/d,-,-,-,-
NRC2019,6,-,214,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,6,-,215,-,Abomasum,Inf_Met_g,8,g/d,-,-,-,-
NRC2019,6,-,216,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,6,-,217,-,Abomasum,Inf_Met_g,8,g/d,-,-,-,-
NRC2019,46,-,46,-,Duodenum,Inf_Met_g,12,g/d,-,-,-,-
NRC2019,46,-,46.1,-,Duodenum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,46,-,46.2,-,Duodenum,Inf_Met_g,12,g/d,-,-,-,-
NRC2019,46,-,46.3,-,Duodenum,Inf_Met_g,11.7,g/d,-,-,-,-
NRC2019,46,-,47,-,Duodenum,Inf_Met_g,12,g/d,-,-,-,-
NRC2019,46,-,47.1,-,Duodenum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,46,-,47.2,-,Duodenum,Inf_Met_g,12,g/d,-,-,-,-
NRC2019,46,-,47.3,-,Duodenum,Inf_Met_g,11.7,g/d,-,-,-,-
NRC2019,46,-,48,-,Duodenum,Inf_Met_g,10,g/d,-,-,-,-
NRC2019,46,-,48.1,-,Duodenum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,46,-,48.2,-,Duodenum,Inf_Met_g,10,g/d,-,-,-,-
NRC2019,46,-,48.3,-,Duodenum,Inf_Met_g,9.7,g/d,-,-,-,-
NRC2019,46,-,49,-,Duodenum,Inf_Met_g,8,g/d,-,-,-,-
NRC2019,46,-,49.1,-,Duodenum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,46,-,49.2,-,Duodenum,Inf_Met_g,8,g/d,-,-,-,-
NRC2019,46,-,49.3,-,Duodenum,Inf_Met_g,7.8,g/d,-,-,-,-
NRC2019,86,-,163,-,Duodenum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,86,-,164,-,Duodenum,Inf_Met_g,10,g/d,-,-,-,-
NRC2019,86,-,165,-,Duodenum,Inf_Met_g,10,g/d,-,-,-,-
NRC2019,86,-,166,-,Duodenum,Inf_Met_g,10,g/d,-,-,-,-
NRC2019,185,-,637,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,185,-,638,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,185,-,639,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,185,-,640,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,185,-,641,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,330,-,1125,-,Duodenum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,330,-,1126,-,Duodenum,Inf_Met_g,8,g/d,-,-,-,-
NRC2019,330,-,1127,-,Duodenum,Inf_Met_g,16,g/d,-,-,-,-
NRC2019,330,-,1128,-,Duodenum,Inf_Met_g,32,g/d,-,-,-,-
NRC2019,331,-,1129,-,Duodenum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,331,-,1130,-,Duodenum,Inf_Met_g,6,g/d,-,-,-,-
NRC2019,331,-,1131,-,Duodenum,Inf_Met_g,12,g/d,-,-,-,-
NRC2019,331,-,1132,-,Duodenum,Inf_Met_g,18,g/d,-,-,-,-
NRC2019,331,-,1133,-,Duodenum,Inf_Met_g,24,g/d,-,-,-,-
NRC2019,332,-,1134,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,332,-,1135,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,332,-,1136,-,Abomasum,Inf_Met_g,6,g/d,-,-,-,-
NRC2019,332,-,1137,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,332,-,1138,-,Abomasum,Inf_Met_g,6,g/d,-,-,-,-
NRC2019,333,-,1139,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,333,-,1140,-,Abomasum,Inf_Met_g,10,g/d,-,-,-,-
NRC2019,333,-,1141,-,Abomasum,Inf_Met_g,20,g/d,-,-,-,-
NRC2019,333,-,1142,-,Abomasum,Inf_Met_g,30,g/d,-,-,-,-
NRC2019,333,-,1143,-,Abomasum,Inf_Met_g,40,g/d,-,-,-,-
NRC2019,333,-,1144,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,333,-,1145,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,333,-,1146,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,333,-,1147,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,333,-,1148,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,334,-,1149,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,334,-,1150,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,334,-,1151,-,Abomasum,Inf_Met_g,16,g/d,-,-,-,-
NRC2019,334,-,1152,-,Abomasum,Inf_Met_g,16,g/d,-,-,-,-
NRC2019,335,-,1153,-,Jugular,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,335,-,1154,-,Jugular,Inf_Met_g,12,g/d,-,-,-,-
NRC2019,335,-,1155,-,Jugular,Inf_Met_g,12,g/d,-,-,-,-
NRC2019,1000,-,4000,-,Abomasum,Inf_Met_g,20,g/d,-,-,-,-
NRC2019,1000,-,4001,-,Abomasum,Inf_Met_g,20,g/d,-,-,-,-
NRC2019,1000,-,4002,-,Abomasum,Inf_Met_g,20,g/d,-,-,-,-
NRC2019,1000,-,4003,-,Abomasum,Inf_Met_g,20,g/d,-,-,-,-
NRC2019,390,-,1408,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,390,-,1409,-,Abomasum,Inf_Met_g,27.36,g/d,-,-,-,-
NRC2019,390,-,1410,-,Abomasum,Inf_Met_g,27.36,g/d,-,-,-,-
NRC2019,390,-,1411,-,Abomasum,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,390,-,1412,-,Abomasum,Inf_Met_g,27.36,g/d,-,-,-,-
NRC2019,390,-,1413,-,Abomasum,Inf_Met_g,27.36,g/d,-,-,-,-
NRC2019,3000,-,12000,-,Jugular,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,3000,-,12001,-,Jugular,Inf_Met_g,21,g/d,-,-,-,-
NRC2019,3000,-,12002,-,Jugular,Inf_Met_g,0,g/d,-,-,-,-
NRC2019,3000,-,12003,-,Jugular,Inf_Met_g,21,g/d,-,-,-,-
NRC2019,6,-,214,-,Abomasum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,6,-,215,-,Abomasum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,6,-,216,-,Abomasum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,6,-,217,-,Abomasum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,46,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,46.1,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,46.2,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,46.3,-,Duodenum,Inf_Phe_g,19.9,g/d,-,-,-,-
NRC2019,46,-,47,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,47.1,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,47.2,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,47.3,-,Duodenum,Inf_Phe_g,19.9,g/d,-,-,-,-
NRC2019,46,-,48,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,48.1,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,48.2,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,48.3,-,Duodenum,Inf_Phe_g,16.6,g/d,-,-,-,-
NRC2019,46,-,49,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,49.1,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,49.2,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,46,-,49.3,-,Duodenum,Inf_Phe_g,13.2,g/d,-,-,-,-
NRC2019,86,-,163,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,86,-,164,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,86,-,165,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,86,-,166,-,Duodenum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,185,-,637,-,Abomasum,Inf_Phe_g,0,g/d,-,-,-,-
NRC2019,185,-,638,-,Abomasum,Inf_Phe_g,0,g/d,-,-,-,-
